time,energy_cashflow,energy_generation_costs,heat,power,simulation,soc,total_costs,unit
2019-01-01 01:00:00,,7557.6,0,94,germany_mc_base_case_2019,,,KW MAINZ II GT
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRIEDENSBRUECKE BLOCK IV
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRIEDENSBRUECKE BLOCK IV
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRIEDENSBRUECKE BLOCK II
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRIEDENSBRUECKE BLOCK II
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,Wind Onshore
2019-01-01 01:00:00,,0,0,22036,germany_mc_base_case_2019,,,Wind Onshore
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,Wind Offshore
2019-01-01 01:00:00,,0,0,2868,germany_mc_base_case_2019,,,Wind Offshore
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,Solar
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,Solar
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,Hydro
2019-01-01 01:00:00,,0,0,1553.7,germany_mc_base_case_2019,,,Hydro
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,Biomass
2019-01-01 01:00:00,,0,0,4904,germany_mc_base_case_2019,,,Biomass
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WUPPERTAL ELBERFELD 2
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,WUPPERTAL ELBERFELD 2
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW BARMEN I WUPPERTAL
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW BARMEN I WUPPERTAL
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BARMEN II
2019-01-01 01:00:00,,14034,0,111,germany_mc_base_case_2019,,,BARMEN II
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW SANDREUTH 1 NUERNBERG
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW SANDREUTH 1 NUERNBERG
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW SANDREUTH 2 NUERNBERG
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW SANDREUTH 2 NUERNBERG
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,IKW GENDORF INFRASERV
2019-01-01 01:00:00,,4347.4,0,49,germany_mc_base_case_2019,,,IKW GENDORF INFRASERV
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW OFFENBACH 1
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW OFFENBACH 1
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,GUD ANLAGE RÜSSELSHEIM OPEL
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,GUD ANLAGE RÜSSELSHEIM OPEL
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW LAUSWARD BLOCK FORTUNA GUD
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KW LAUSWARD BLOCK FORTUNA GUD
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW LAUSWARD BLOCK EMIL GUD
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KW LAUSWARD BLOCK EMIL GUD
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW LAUSWARD BLOCK ANTON GUD
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KW LAUSWARD BLOCK ANTON GUD
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRANKFURT WEST 2
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRANKFURT WEST 2
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRANKFURT WEST 3
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRANKFURT WEST 3
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRANKFURT WEST GT
2019-01-01 01:00:00,,9088.7,0,98,germany_mc_base_case_2019,,,HKW FRANKFURT WEST GT
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,GKM 9
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,GKM 9
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,GKM 8
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,GKM 8
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,GKM 7
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,GKM 7
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,GKM 6
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,GKM 6
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HALLE TROTHA
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HALLE TROTHA
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW HALLE DIESELSTRASSE BLOCK 1
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KW HALLE DIESELSTRASSE BLOCK 1
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW HALLE DIESELSTRASSE BLOCK 2
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KW HALLE DIESELSTRASSE BLOCK 2
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,SCHWERIN SUD
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,SCHWERIN SUD
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW SCHWERIN LANKOW
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW SCHWERIN LANKOW
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,PKV KRAFTWERK VAREL
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,PKV KRAFTWERK VAREL
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW GUD NEUBRANDENBURG
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW GUD NEUBRANDENBURG
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KWK ANLAGE KREFELD
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KWK ANLAGE KREFELD
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KWK ANLAGE MOHN MEDIA GÜTERSLOH
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KWK ANLAGE MOHN MEDIA GÜTERSLOH
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KASSEL SWEW 1
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KASSEL SWEW 1
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW KASSEL KOMBI
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW KASSEL KOMBI
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,FREIBURG WVK
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,FREIBURG WVK
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW HILTROP BOCHUM
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW HILTROP BOCHUM
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW LEIPZIG NORD GUD
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW LEIPZIG NORD GUD
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,LIPPENDORF R
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,LIPPENDORF R
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,LIPPENDORF S
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,LIPPENDORF S
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BOXBERG Q
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,BOXBERG Q
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,SCHWARZE PUMPE A
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,SCHWARZE PUMPE A
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,SCHWARZE PUMPE B
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,SCHWARZE PUMPE B
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BOXBERG R
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,BOXBERG R
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE D
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE D
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE E
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE E
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE F
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE F
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE B
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE B
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE C
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE C
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BOXBERG P
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,BOXBERG P
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE A
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,JAENSCHWALDE A
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BOXBERG N
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,BOXBERG N
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KLINGENBERG 5
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KLINGENBERG 5
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KLINGENBERG 6
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KLINGENBERG 6
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KLINGENBERG 4
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KLINGENBERG 4
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,MOORBURG A
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,MOORBURG A
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,MOORBURG B
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,MOORBURG B
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW BERLIN REUTER WEST E
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW BERLIN REUTER WEST E
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW BERLIN REUTER WEST D
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW BERLIN REUTER WEST D
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HAMBURG TIEFSTACK
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HAMBURG TIEFSTACK
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WEDEL 1
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,WEDEL 1
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WEDEL 2
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,WEDEL 2
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW BERLIN REUTER BlOCK C
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KW BERLIN REUTER BlOCK C
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BERLIN MOABIT A
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,BERLIN MOABIT A
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BERLIN MITTE HKW
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,BERLIN MITTE HKW
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HAMBURG TIEFSTACK GUD
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HAMBURG TIEFSTACK GUD
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,LICHTERFELDE 2
2019-01-01 01:00:00,,16283,0,150,germany_mc_base_case_2019,,,LICHTERFELDE 2
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,CHARLOTTENBURG GT 1
2019-01-01 01:00:00,,7469.5,0,71,germany_mc_base_case_2019,,,CHARLOTTENBURG GT 1
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,CHARLOTTENBURG GT 2
2019-01-01 01:00:00,,7469.5,0,71,germany_mc_base_case_2019,,,CHARLOTTENBURG GT 2
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,CHARLOTTENBURG GT 3
2019-01-01 01:00:00,,6312.3,0,60,germany_mc_base_case_2019,,,CHARLOTTENBURG GT 3
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,AHRENSFELDE GT D
2019-01-01 01:00:00,,3514.8,0,38,germany_mc_base_case_2019,,,AHRENSFELDE GT D
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,AHRENSFELDE GT A
2019-01-01 01:00:00,,3601.3,0,38,germany_mc_base_case_2019,,,AHRENSFELDE GT A
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,AHRENSFELDE GT B
2019-01-01 01:00:00,,3601.3,0,38,germany_mc_base_case_2019,,,AHRENSFELDE GT B
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,THYROW GT E
2019-01-01 01:00:00,,3601.3,0,38,germany_mc_base_case_2019,,,THYROW GT E
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,AHRENSFELDE GT C
2019-01-01 01:00:00,,3611.2,0,38,germany_mc_base_case_2019,,,AHRENSFELDE GT C
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,LICHTERFELDE 1
2019-01-01 01:00:00,,21460,0,150,germany_mc_base_case_2019,,,LICHTERFELDE 1
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WILMERSDORF GT 2
2019-01-01 01:00:00,,15294,0,110,germany_mc_base_case_2019,,,WILMERSDORF GT 2
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WILMERSDORF GT 3
2019-01-01 01:00:00,,15294,0,110,germany_mc_base_case_2019,,,WILMERSDORF GT 3
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WEDEL GT 1
2019-01-01 01:00:00,,7296.6,0,51,germany_mc_base_case_2019,,,WEDEL GT 1
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WEDEL GT 2
2019-01-01 01:00:00,,7296.6,0,51,germany_mc_base_case_2019,,,WEDEL GT 2
2019-01-01 00:00:00,,0,,0,germany_mc_base_case_2019,0,,Hohenwarte I
2019-01-01 01:00:00,,0,,0,germany_mc_base_case_2019,0,,Hohenwarte I
2019-01-01 00:00:00,,0,,0,germany_mc_base_case_2019,0,,Bleiloch
2019-01-01 01:00:00,,0,,0,germany_mc_base_case_2019,0,,Bleiloch
2019-01-01 00:00:00,,0,,0,germany_mc_base_case_2019,0,,Wendefurth
2019-01-01 01:00:00,,0,,0,germany_mc_base_case_2019,0,,Wendefurth
2019-01-01 00:00:00,,0,,0,germany_mc_base_case_2019,0,,Geesthacht
2019-01-01 01:00:00,,0,,0,germany_mc_base_case_2019,0,,Geesthacht
2019-01-01 00:00:00,,0,,0,germany_mc_base_case_2019,0,,Hohenwarte II
2019-01-01 01:00:00,,0,,0,germany_mc_base_case_2019,0,,Hohenwarte II
2019-01-01 00:00:00,,0,,0,germany_mc_base_case_2019,0,,Markersbach
2019-01-01 01:00:00,,0,,0,germany_mc_base_case_2019,0,,Markersbach
2019-01-01 00:00:00,,0,,0,germany_mc_base_case_2019,0,,Goldisthal
2019-01-01 01:00:00,,0,,0,germany_mc_base_case_2019,0,,Goldisthal
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW OBERNBURG GT1
2019-01-01 01:00:00,,5811.4,0,64,germany_mc_base_case_2019,,,KW OBERNBURG GT1
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,GUD BIELEFELD HILLEGOSSEN
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,GUD BIELEFELD HILLEGOSSEN
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,GTKW BIELEFELD UMMELN
2019-01-01 01:00:00,,6273.7,0,60,germany_mc_base_case_2019,,,GTKW BIELEFELD UMMELN
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,PEISSENBERG 1
2019-01-01 01:00:00,,5775.2,0,44,germany_mc_base_case_2019,,,PEISSENBERG 1
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW ERFURT OST
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW ERFURT OST
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,CHEMNITZ NORD II BLOCK C
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,CHEMNITZ NORD II BLOCK C
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,CHEMNITZ NORD II BLOCK B
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,CHEMNITZ NORD II BLOCK B
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW CHEMNITZ NORD II BLOCK A
2019-01-01 01:00:00,,6510.3,0,67,germany_mc_base_case_2019,,,HKW CHEMNITZ NORD II BLOCK A
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRANKFURT ODER AM HOHEN FELD
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW FRANKFURT ODER AM HOHEN FELD
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BREMEN HAFEN 6
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,BREMEN HAFEN 6
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BREMEN HASTEDT 15
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,BREMEN HASTEDT 15
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW BREMEN MITTELSBUEREN BLOCK 5 GUD
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KW BREMEN MITTELSBUEREN BLOCK 5 GUD
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW MITTELSBUEREN BLOCK 4
2019-01-01 01:00:00,,13141,0,150,germany_mc_base_case_2019,,,KW MITTELSBUEREN BLOCK 4
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW BREMEN HASTEDT 14
2019-01-01 01:00:00,,16283,0,150,germany_mc_base_case_2019,,,KW BREMEN HASTEDT 14
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,MITTELSBUEREN GT 3
2019-01-01 01:00:00,,12197,0,88,germany_mc_base_case_2019,,,MITTELSBUEREN GT 3
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW ERLANGEN
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,HKW ERLANGEN
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,BERGKAMEN A
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,BERGKAMEN A
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KW MARL BLOCK 312 EVONIK
2019-01-01 01:00:00,,6417.3,0,78,germany_mc_base_case_2019,,,KW MARL BLOCK 312 EVONIK
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KKW EMSLAND
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KKW EMSLAND
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,KKW GUNDREMMINGEN C
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,KKW GUNDREMMINGEN C
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH F
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH F
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH G
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH G
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM K
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM K
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM G
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM G
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM H
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM H
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH D
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH D
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WEISWEILER H
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,WEISWEILER H
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH E
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH E
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WEISWEILER G
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,WEISWEILER G
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM C
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM C
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM F
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM F
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM E
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM E
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH A
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH A
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH B
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH B
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH C
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NEURATH C
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,FRIMMERSDORF Q
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,FRIMMERSDORF Q
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WEISWEILER E
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,WEISWEILER E
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,FRIMMERSDORF P
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,FRIMMERSDORF P
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM D
2019-01-01 01:00:00,,0,0,0,germany_mc_base_case_2019,,,NIEDERAUSSEM D
2019-01-01 00:00:00,,0,0,0,germany_mc_base_case_2019,,,WEISWEILER F
